WARD,NEIGHBOURHOOD_NUMBER,STRUCTURE_TYPE,OCCUPIED,UNOCCUPIED,NO_LONGER_IN_USE,NO_RESPONSE
Ward 9,5453,Duplex/Fourplex,44,0,0,0
Ward 9,5453,Row House,0,0,0,0
Ward 9,5453,Apartment (5+ stories),0,0,0,0
Ward 9,5453,Apartment (1-4 stories),215,96,5,0
Ward 9,5453,Manufactured/Mobile Home,0,0,0,0
Ward 9,5453,Institution/Collective Residence,0,0,0,0
Ward 9,5453,Hotel/Motel,0,0,0,0
Ward 9,5453,RV/Tent/Other,0,0,0,0
Ward 9,5453,No Response,0,0,0,0
Ward 9,5454,Single Detached House,1916,47,7,0
Ward 9,5454,Duplex/Fourplex,823,13,2,0
Ward 9,5454,Row House,72,221,41,0
Ward 9,5454,Apartment (5+ stories),0,0,0,0
Ward 9,5454,Apartment (1-4 stories),1130,120,4,0
Ward 9,5454,Manufactured/Mobile Home,0,0,0,0
Ward 9,5454,Institution/Collective Residence,1,0,0,0
Ward 9,5454,Hotel/Motel,0,0,0,0
Ward 9,5454,RV/Tent/Other,0,0,0,0
Ward 9,5454,No Response,0,0,0,0
Ward 9,5456,Single Detached House,0,0,0,0
Ward 9,5456,Duplex/Fourplex,0,0,0,0
Ward 9,5456,Row House,0,0,0,0
Ward 9,5456,Apartment (5+ stories),0,0,0,0
Ward 9,5456,Apartment (1-4 stories),0,0,0,0
Ward 9,5456,Manufactured/Mobile Home,0,0,0,0
Ward 9,5456,Institution/Collective Residence,0,0,0,0
Ward 9,5456,Hotel/Motel,0,0,0,0
Ward 9,5456,RV/Tent/Other,0,0,0,0
Ward 9,5456,No Response,0,0,0,0
Ward 9,5457,Single Detached House,465,28,1,0
Ward 9,5457,Duplex/Fourplex,185,2,0,0
Ward 9,5457,Row House,70,10,0,0
Ward 9,5457,Apartment (5+ stories),0,0,0,0
Ward 9,5457,Apartment (1-4 stories),65,2,16,0
Ward 9,5457,Manufactured/Mobile Home,0,0,0,0
Ward 9,5457,Institution/Collective Residence,0,0,0,0
Ward 9,5457,Hotel/Motel,0,0,0,0
Ward 9,5457,RV/Tent/Other,5,0,0,0
Ward 9,5457,No Response,0,0,0,0
Ward 9,5458,Single Detached House,485,76,0,0
Ward 9,5458,Duplex/Fourplex,4,0,0,0
Ward 9,5458,Row House,0,0,0,0
Ward 9,5458,Apartment (5+ stories),0,0,0,0
Ward 9,5458,Apartment (1-4 stories),0,0,0,0
Ward 9,5458,Manufactured/Mobile Home,0,0,0,0
Ward 9,5458,Institution/Collective Residence,0,0,0,0
Ward 9,5458,Hotel/Motel,0,0,0,0
Ward 9,5458,RV/Tent/Other,0,0,0,0
Ward 9,5458,No Response,0,0,0,0
Ward 9,5461,Single Detached House,0,0,0,0
Ward 9,5461,Duplex/Fourplex,0,0,0,0
Ward 9,5461,Row House,0,0,0,0
Ward 9,5461,Apartment (5+ stories),0,0,0,0
Ward 9,5461,Apartment (1-4 stories),0,0,0,0
Ward 9,5461,Manufactured/Mobile Home,0,0,0,0
Ward 9,5461,Institution/Collective Residence,0,0,0,0
Ward 9,5461,Hotel/Motel,0,0,0,0
Ward 9,5461,RV/Tent/Other,0,0,0,0
Ward 9,5461,No Response,0,0,0,0
Ward 9,5462,Single Detached House,471,228,18,0
Ward 9,5462,Duplex/Fourplex,119,15,1,0
Ward 9,5462,Row House,52,34,3,0
Ward 9,5462,Apartment (5+ stories),0,0,0,0
Ward 9,5462,Apartment (1-4 stories),0,0,0,0
Ward 9,5462,Manufactured/Mobile Home,0,0,0,0
Ward 9,5462,Institution/Collective Residence,0,0,0,0
Ward 9,5462,Hotel/Motel,0,0,0,0
Ward 9,5462,RV/Tent/Other,0,0,0,0
Ward 9,5462,No Response,0,0,0,0
Ward 9,5463,Single Detached House,0,0,0,0
Ward 9,5463,Duplex/Fourplex,0,0,0,0
Ward 9,5463,Row House,0,0,0,0
Ward 9,5463,Apartment (5+ stories),0,0,0,0
Ward 9,5463,Apartment (1-4 stories),0,0,0,0
Ward 9,5463,Manufactured/Mobile Home,0,0,0,0
Ward 9,5463,Institution/Collective Residence,0,0,0,0
Ward 9,5463,Hotel/Motel,0,0,0,0
Ward 9,5463,RV/Tent/Other,0,0,0,0
Ward 9,5463,No Response,0,0,0,0
Ward 9,5464,Single Detached House,0,0,0,0
Ward 9,5464,Duplex/Fourplex,0,0,0,0
Ward 9,5464,Row House,0,0,0,0
Ward 9,5464,Apartment (5+ stories),0,0,0,0
Ward 9,5464,Apartment (1-4 stories),0,0,0,0
Ward 9,5464,Manufactured/Mobile Home,0,0,0,0
Ward 9,5464,Institution/Collective Residence,0,0,0,0
Ward 9,5464,Hotel/Motel,0,0,0,0
Ward 9,5464,RV/Tent/Other,0,0,0,0
Ward 9,5464,No Response,0,0,0,0
Ward 9,5465,Single Detached House,0,0,0,0
Ward 9,5465,Duplex/Fourplex,0,0,0,0
Ward 9,5465,Row House,0,0,0,0
Ward 9,5465,Apartment (5+ stories),0,0,0,0
Ward 9,5465,Apartment (1-4 stories),0,0,0,0
Ward 9,5465,Manufactured/Mobile Home,0,0,0,0
Ward 9,5465,Institution/Collective Residence,0,0,0,0
Ward 9,5465,Hotel/Motel,0,0,0,0
Ward 9,5465,RV/Tent/Other,0,0,0,0
Ward 9,5465,No Response,0,0,0,0
Ward 9,5466,Single Detached House,0,0,0,0
Ward 9,5466,Duplex/Fourplex,0,0,0,0
Ward 9,5466,Row House,0,0,0,0
Ward 9,5466,Apartment (5+ stories),0,0,0,0
Ward 9,5466,Apartment (1-4 stories),0,0,0,0
Ward 9,5466,Manufactured/Mobile Home,0,0,0,0
Ward 9,5466,Institution/Collective Residence,0,0,0,0
Ward 9,5466,Hotel/Motel,0,0,0,0
Ward 9,5466,RV/Tent/Other,0,0,0,0
Ward 9,5466,No Response,0,0,0,0
Ward 9,5476,Single Detached House,725,21,18,0
Ward 9,5476,Duplex/Fourplex,126,2,3,0
Ward 9,5476,Row House,21,4,76,0
Ward 9,5476,Apartment (5+ stories),0,0,0,0
Ward 9,5476,Apartment (1-4 stories),157,2,0,0
Ward 9,5476,Manufactured/Mobile Home,0,0,0,0
Ward 9,5476,Institution/Collective Residence,0,0,0,0
Ward 9,5476,Hotel/Motel,0,0,0,0
Ward 9,5476,RV/Tent/Other,0,0,0,0
Ward 9,5476,No Response,0,0,0,0
Ward 9,5477,Single Detached House,494,68,1,0
Ward 9,5477,Duplex/Fourplex,81,20,0,0
Ward 9,5477,Row House,42,53,0,0
Ward 9,5477,Apartment (5+ stories),0,0,0,0
Ward 9,5477,Apartment (1-4 stories),197,15,8,0
Ward 9,5477,Manufactured/Mobile Home,0,0,0,0
Ward 9,5477,Institution/Collective Residence,0,0,0,0
Ward 9,5477,Hotel/Motel,0,0,0,0
Ward 9,5477,RV/Tent/Other,0,0,0,0
Ward 9,5477,No Response,0,0,0,0
Ward 9,5505,Single Detached House,678,28,0,0
Ward 9,5505,Duplex/Fourplex,175,45,3,0
Ward 9,5505,Row House,94,4,0,0
Ward 9,5505,Apartment (5+ stories),0,0,0,0
Ward 9,5505,Apartment (1-4 stories),526,282,2,0
Ward 9,5505,Manufactured/Mobile Home,0,0,0,0
Ward 9,5505,Institution/Collective Residence,0,0,0,0
Ward 9,5505,Hotel/Motel,0,0,0,0
Ward 9,5505,RV/Tent/Other,0,0,0,0
Ward 9,5505,No Response,0,0,0,0
Ward 9,5511,Single Detached House,1901,8,1,0
Ward 9,5511,Duplex/Fourplex,236,3,3,0
Ward 9,5511,Row House,51,0,1,0
Ward 9,5511,Apartment (5+ stories),0,0,0,0
Ward 9,5511,Apartment (1-4 stories),69,1,0,0
Ward 9,5511,Manufactured/Mobile Home,0,0,0,0
Ward 9,5511,Institution/Collective Residence,0,0,0,0
Ward 9,5511,Hotel/Motel,0,0,0,0
Ward 9,5511,RV/Tent/Other,0,0,0,0
Ward 9,5511,No Response,0,0,0,0
Ward 9,5565,Single Detached House,0,0,0,0
Ward 9,5565,Duplex/Fourplex,0,0,0,0
Ward 9,5565,Row House,0,0,0,0
Ward 9,5565,Apartment (5+ stories),0,0,0,0
Ward 9,5565,Apartment (1-4 stories),0,0,0,0
Ward 9,5565,Manufactured/Mobile Home,0,0,0,0
Ward 9,5565,Institution/Collective Residence,0,0,0,0
Ward 9,5565,Hotel/Motel,0,0,0,0
Ward 9,5565,RV/Tent/Other,0,0,0,0
Ward 9,5565,No Response,0,0,0,0
Ward 9,5570,Single Detached House,1319,151,8,0
Ward 9,5570,Duplex/Fourplex,253,346,3,0
Ward 9,5570,Row House,83,2,0,0
Ward 9,5570,Apartment (5+ stories),139,75,0,0
Ward 9,5570,Apartment (1-4 stories),154,84,0,0
Ward 9,5570,Manufactured/Mobile Home,0,0,0,0
Ward 9,5570,Institution/Collective Residence,0,0,0,0
Ward 9,5570,Hotel/Motel,0,0,0,0
Ward 9,5570,RV/Tent/Other,0,0,1,0
Ward 9,5570,No Response,0,0,0,0
Ward 9,5575,Single Detached House,0,0,0,0
Ward 9,5575,Duplex/Fourplex,0,0,0,0
Ward 9,5575,Row House,0,0,0,0
Ward 9,5575,Apartment (5+ stories),0,0,0,0
Ward 9,5575,Apartment (1-4 stories),0,0,0,0
Ward 9,5575,Manufactured/Mobile Home,0,0,0,0
Ward 9,5575,Institution/Collective Residence,0,0,0,0
Ward 9,5575,Hotel/Motel,0,0,0,0
Ward 9,5575,RV/Tent/Other,0,0,0,0
Ward 9,5575,No Response,0,0,0,0
Ward 9,5576,Single Detached House,0,0,0,0
Ward 9,5576,Duplex/Fourplex,0,0,0,0
Ward 9,5576,Row House,0,0,0,0
Ward 9,5576,Apartment (5+ stories),0,0,0,0
Ward 9,5576,Apartment (1-4 stories),0,0,0,0
Ward 9,5576,Manufactured/Mobile Home,0,0,0,0
Ward 9,5576,Institution/Collective Residence,0,0,0,0
Ward 9,5576,Hotel/Motel,0,0,0,0
Ward 9,5576,RV/Tent/Other,0,0,0,0
Ward 9,5576,No Response,0,0,0,0
Ward 9,5577,Single Detached House,125,38,1,0
Ward 9,5577,Duplex/Fourplex,2,38,0,0
Ward 9,5577,Row House,0,0,0,0
Ward 9,5577,Apartment (5+ stories),0,0,0,0
Ward 9,5577,Apartment (1-4 stories),0,0,0,0
Ward 9,5577,Manufactured/Mobile Home,0,0,0,0
Ward 9,5577,Institution/Collective Residence,0,0,0,0
Ward 9,5577,Hotel/Motel,0,0,0,0
Ward 9,5577,RV/Tent/Other,0,0,0,0
Ward 9,5577,No Response,0,0,0,0
Ward 9,5590,Single Detached House,390,2,2,0
Ward 9,5590,Duplex/Fourplex,124,1,6,0
Ward 9,5590,Row House,22,0,2,0
Ward 9,5590,Apartment (5+ stories),0,0,0,0
Ward 9,5590,Apartment (1-4 stories),46,5,19,0
Ward 9,5590,Manufactured/Mobile Home,0,0,0,0
Ward 9,5590,Institution/Collective Residence,0,0,0,0
Ward 9,5590,Hotel/Motel,0,0,0,0
Ward 9,5590,RV/Tent/Other,0,0,0,0
Ward 9,5590,No Response,0,0,0,0
Ward 9,5610,Single Detached House,1062,17,3,0
Ward 9,5610,Duplex/Fourplex,75,4,9,0
Ward 9,5610,Row House,152,6,1,0
Ward 9,5610,Apartment (5+ stories),134,3,16,0
Ward 9,5610,Apartment (1-4 stories),121,2,0,0
Ward 9,5610,Manufactured/Mobile Home,0,0,0,0
Ward 9,5610,Institution/Collective Residence,0,0,0,0
Ward 9,5610,Hotel/Motel,0,0,0,0
Ward 9,5610,RV/Tent/Other,0,0,2,0
Ward 9,5610,No Response,0,0,0,0
Ward 9,5620,Single Detached House,595,9,0,0
Ward 9,5620,Duplex/Fourplex,80,4,1,0
Ward 9,5620,Row House,0,0,9,0
Ward 9,5620,Apartment (5+ stories),0,0,0,0
Ward 9,5620,Apartment (1-4 stories),286,2,0,0
Ward 9,5620,Manufactured/Mobile Home,0,0,0,0
Ward 9,5620,Institution/Collective Residence,0,0,0,0
Ward 9,5620,Hotel/Motel,0,0,0,0
Ward 9,5620,RV/Tent/Other,0,0,0,0
Ward 9,5620,No Response,0,0,0,0
Ward 9,5630,Single Detached House,619,4,2,0
Ward 9,5630,Duplex/Fourplex,175,5,1,0
Ward 9,5630,Row House,0,0,0,0
Ward 9,5630,Apartment (5+ stories),0,0,0,0
Ward 9,5630,Apartment (1-4 stories),0,0,0,0
Ward 9,5630,Manufactured/Mobile Home,0,0,0,0
Ward 9,5630,Institution/Collective Residence,0,0,0,0
Ward 9,5630,Hotel/Motel,0,0,0,0
Ward 9,5630,RV/Tent/Other,0,0,0,0
Ward 9,5630,No Response,0,0,0,0
Ward 9,5640,Single Detached House,1474,12,13,0
Ward 9,5640,Duplex/Fourplex,279,4,12,0
Ward 9,5640,Row House,269,10,2,0
Ward 9,5640,Apartment (5+ stories),0,0,0,0
Ward 9,5640,Apartment (1-4 stories),57,2,8,0
Ward 9,5640,Manufactured/Mobile Home,0,0,0,0
Ward 9,5640,Institution/Collective Residence,220,2,9,0
Ward 9,5640,Hotel/Motel,0,0,0,0
Ward 9,5640,RV/Tent/Other,0,0,1,0
Ward 9,5640,No Response,0,0,0,0
Ward 9,5642,Single Detached House,1550,14,1,0
Ward 9,5642,Duplex/Fourplex,570,17,8,0
Ward 9,5642,Row House,433,8,10,0
Ward 9,5642,Apartment (5+ stories),0,0,0,0
Ward 9,5642,Apartment (1-4 stories),985,91,88,0
Ward 9,5642,Manufactured/Mobile Home,0,0,0,0
Ward 9,5642,Institution/Collective Residence,0,0,0,0
Ward 9,5642,Hotel/Motel,0,0,0,0
Ward 9,5642,RV/Tent/Other,15,9,0,0
Ward 9,5642,No Response,0,0,0,0
Ward 10,5010,Single Detached House,934,81,97,0
Ward 10,5010,Duplex/Fourplex,148,11,21,0
Ward 10,5010,Row House,5,0,1,0
Ward 10,5010,Apartment (5+ stories),0,0,0,0
Ward 10,5010,Apartment (1-4 stories),213,2,8,0
Ward 10,5010,Manufactured/Mobile Home,0,0,0,0
Ward 10,5010,Institution/Collective Residence,2,0,0,0
Ward 10,5010,Hotel/Motel,0,0,0,0
Ward 10,5010,RV/Tent/Other,2,0,0,0
Ward 10,5010,No Response,0,0,0,0
Ward 10,5020,Single Detached House,499,8,7,0
Ward 10,5020,Duplex/Fourplex,0,0,0,0
Ward 10,5020,Row House,0,0,0,0
Ward 10,5020,Apartment (5+ stories),0,0,0,0
Ward 10,5020,Apartment (1-4 stories),131,2,6,0
Ward 10,5020,Manufactured/Mobile Home,0,0,0,0
Ward 10,5020,Institution/Collective Residence,0,0,0,0
Ward 10,5020,Hotel/Motel,0,0,0,0
Ward 10,5020,RV/Tent/Other,0,0,0,0
Ward 10,5020,No Response,0,0,0,0
Ward 10,5030,Single Detached House,569,11,0,0
Ward 10,5030,Duplex/Fourplex,175,13,0,0
Ward 10,5030,Row House,54,8,0,0
Ward 10,5030,Apartment (5+ stories),0,0,0,0
Ward 10,5030,Apartment (1-4 stories),0,2,0,0
Ward 10,5030,Manufactured/Mobile Home,0,0,0,0
Ward 10,5030,Institution/Collective Residence,0,0,0,0
Ward 10,5030,Hotel/Motel,0,0,0,0
Ward 10,5030,RV/Tent/Other,0,0,0,0
Ward 10,5030,No Response,0,0,0,0
Ward 10,5050,Single Detached House,0,0,0,0
Ward 10,5050,Duplex/Fourplex,0,0,0,0
Ward 10,5050,Row House,0,0,0,0
Ward 10,5050,Apartment (5+ stories),0,0,0,0
Ward 10,5050,Apartment (1-4 stories),0,0,0,0
Ward 10,5050,Manufactured/Mobile Home,0,0,0,0
Ward 10,5050,Institution/Collective Residence,0,0,0,0
Ward 10,5050,Hotel/Motel,0,0,0,0
Ward 10,5050,RV/Tent/Other,0,0,0,0
Ward 10,5050,No Response,0,0,0,0
Ward 10,5060,Single Detached House,507,4,2,0
Ward 10,5060,Duplex/Fourplex,129,6,0,0
Ward 10,5060,Row House,169,3,0,0
Ward 10,5060,Apartment (5+ stories),0,0,0,0
Ward 10,5060,Apartment (1-4 stories),1166,18,85,0
Ward 10,5060,Manufactured/Mobile Home,0,0,0,0
Ward 10,5060,Institution/Collective Residence,0,0,0,0
Ward 10,5060,Hotel/Motel,0,0,0,0
Ward 10,5060,RV/Tent/Other,0,0,0,0
Ward 10,5060,No Response,0,0,0,0
Ward 10,5070,Single Detached House,241,1,0,0
Ward 10,5070,Duplex/Fourplex,17,2,1,0
Ward 10,5070,Row House,92,3,1,0
Ward 10,5070,Apartment (5+ stories),0,0,0,0
Ward 10,5070,Apartment (1-4 stories),201,2,8,0
Ward 10,5070,Manufactured/Mobile Home,0,0,0,0
Ward 10,5070,Institution/Collective Residence,0,0,0,0
Ward 10,5070,Hotel/Motel,0,0,0,0
Ward 10,5070,RV/Tent/Other,0,0,0,0
Ward 10,5070,No Response,0,0,0,0
Ward 10,5110,Single Detached House,0,0,0,0
Ward 10,5110,Duplex/Fourplex,0,0,0,0
Ward 10,5110,Row House,0,0,0,0
Ward 10,5110,Apartment (5+ stories),0,0,0,0
Ward 10,5110,Apartment (1-4 stories),0,0,0,0
Ward 10,5110,Manufactured/Mobile Home,0,0,0,0
Ward 10,5110,Institution/Collective Residence,0,0,0,0
Ward 10,5110,Hotel/Motel,0,0,0,0
Ward 10,5110,RV/Tent/Other,0,0,0,0
Ward 10,5110,No Response,0,0,0,0
Ward 10,5120,Single Detached House,0,0,0,0
Ward 10,5120,Duplex/Fourplex,0,0,0,0
Ward 10,5120,Row House,0,0,0,0
Ward 10,5120,Apartment (5+ stories),0,0,0,0
Ward 10,5120,Apartment (1-4 stories),0,0,0,0
Ward 10,5120,Manufactured/Mobile Home,0,0,0,0
Ward 10,5120,Institution/Collective Residence,0,0,0,0
Ward 10,5430,Hotel/Motel,0,0,0,0
Ward 10,5120,Hotel/Motel,0,0,0,0
Ward 10,5120,RV/Tent/Other,0,0,0,0
Ward 10,5120,No Response,0,0,0,0
Ward 10,5160,Single Detached House,1090,11,67,0
Ward 10,5160,Duplex/Fourplex,2,0,0,0
Ward 10,5160,Row House,188,5,2,0
Ward 10,5160,Apartment (5+ stories),0,0,0,0
Ward 10,5160,Apartment (1-4 stories),493,13,1,0
Ward 10,5160,Manufactured/Mobile Home,0,0,0,0
Ward 10,5160,Institution/Collective Residence,0,0,0,0
Ward 10,5160,Hotel/Motel,0,0,0,0
Ward 10,5160,RV/Tent/Other,0,0,0,0
Ward 10,5160,No Response,0,0,0,0
Ward 10,5170,Single Detached House,69,2,0,0
Ward 10,5170,Duplex/Fourplex,85,4,0,0
Ward 10,5170,Row House,474,11,0,0
Ward 10,5170,Apartment (5+ stories),805,13,4,0
Ward 10,5170,Apartment (1-4 stories),964,34,0,0
Ward 10,5170,Manufactured/Mobile Home,0,0,0,0
Ward 10,5170,Institution/Collective Residence,0,0,0,0
Ward 10,5170,Hotel/Motel,0,0,0,0
Ward 10,5170,RV/Tent/Other,0,0,0,0
Ward 10,5170,No Response,0,0,0,0
Ward 10,5180,Single Detached House,342,8,1,0
Ward 10,5180,Duplex/Fourplex,30,1,0,0
Ward 10,5180,Row House,435,14,2,0
Ward 10,5180,Apartment (5+ stories),787,12,16,0
Ward 10,5180,Apartment (1-4 stories),1061,8,23,0
Ward 10,5180,Manufactured/Mobile Home,0,0,0,0
Ward 10,5180,Institution/Collective Residence,1,0,0,0
Ward 10,5180,Hotel/Motel,0,0,0,0
Ward 10,5180,RV/Tent/Other,1,0,0,0
Ward 10,5180,No Response,0,0,0,0
Ward 10,5210,Single Detached House,340,2,1,0
Ward 10,5210,Duplex/Fourplex,0,0,0,0
Ward 10,5210,Row House,0,0,0,0
Ward 10,5210,Apartment (5+ stories),0,0,0,0
Ward 10,5210,Apartment (1-4 stories),103,0,0,0
Ward 10,5210,Manufactured/Mobile Home,0,0,0,0
Ward 10,5210,Institution/Collective Residence,1,0,0,0
Ward 10,5210,Hotel/Motel,0,0,0,0
Ward 10,5210,RV/Tent/Other,0,0,0,0
Ward 10,5210,No Response,0,0,0,0
Ward 10,5220,Single Detached House,1302,9,3,0
Ward 10,5220,Duplex/Fourplex,59,3,0,0
Ward 10,5220,Row House,0,0,0,0
Ward 10,5220,Apartment (5+ stories),0,0,0,0
Ward 10,5220,Apartment (1-4 stories),14,1,0,0
Ward 10,5220,Manufactured/Mobile Home,0,0,0,0
Ward 10,5220,Institution/Collective Residence,1,0,0,0
Ward 10,5220,Hotel/Motel,0,0,0,0
Ward 10,5220,RV/Tent/Other,0,0,0,0
Ward 10,5220,No Response,0,0,0,0
Ward 10,5250,Single Detached House,577,11,6,0
Ward 10,5250,Duplex/Fourplex,27,5,0,0
Ward 10,5250,Row House,130,4,0,0
Ward 10,5250,Apartment (5+ stories),0,0,0,0
Ward 10,5250,Apartment (1-4 stories),430,28,0,0
Ward 10,5250,Manufactured/Mobile Home,0,0,0,0
Ward 10,5250,Institution/Collective Residence,16,16,0,0
Ward 10,5250,Hotel/Motel,0,0,0,0
Ward 10,5250,RV/Tent/Other,0,0,0,0
Ward 10,5250,No Response,0,0,0,0
Ward 10,5260,Single Detached House,337,3,2,0
Ward 10,5260,Duplex/Fourplex,0,0,0,0
Ward 10,5260,Row House,0,0,0,0
Ward 10,5260,Apartment (5+ stories),60,1,0,0
Ward 10,5260,Apartment (1-4 stories),145,0,0,0
Ward 10,5260,Manufactured/Mobile Home,0,0,0,0
Ward 10,5260,Institution/Collective Residence,0,0,0,0
Ward 10,5260,Hotel/Motel,0,0,0,0
Ward 10,5260,RV/Tent/Other,0,0,0,0
Ward 10,5260,No Response,0,0,0,0
Ward 10,5270,Single Detached House,602,14,1,0
Ward 10,5270,Duplex/Fourplex,2,0,0,0
Ward 10,5270,Row House,0,0,0,0
Ward 10,5270,Apartment (5+ stories),0,0,0,0
Ward 10,5270,Apartment (1-4 stories),176,8,20,0
Ward 10,5270,Manufactured/Mobile Home,0,0,0,0
Ward 10,5270,Institution/Collective Residence,45,0,0,0
Ward 10,5270,Hotel/Motel,0,0,0,0
Ward 10,5270,RV/Tent/Other,0,0,0,0
Ward 10,5270,No Response,0,0,0,0
Ward 10,5280,Single Detached House,634,9,5,0
Ward 10,5280,Duplex/Fourplex,0,0,0,0
Ward 10,5280,Row House,341,2,0,0
Ward 10,5280,Apartment (5+ stories),290,5,9,0
Ward 10,5280,Apartment (1-4 stories),7,0,0,0
Ward 10,5280,Manufactured/Mobile Home,0,0,0,0
Ward 10,5280,Institution/Collective Residence,0,0,0,0
Ward 10,5280,Hotel/Motel,0,0,0,0
Ward 10,5280,RV/Tent/Other,1,0,0,0
Ward 10,5280,No Response,0,0,0,0
Ward 10,5310,Single Detached House,759,45,50,0
Ward 10,5310,Duplex/Fourplex,56,10,12,0
Ward 10,5310,Row House,0,0,0,0
Ward 10,5310,Apartment (5+ stories),0,0,0,0
Ward 10,5310,Apartment (1-4 stories),216,13,6,0
Ward 10,5310,Manufactured/Mobile Home,0,0,0,0
Ward 10,5310,Institution/Collective Residence,0,0,4,0
Ward 10,5310,Hotel/Motel,0,0,0,0
Ward 10,5310,RV/Tent/Other,0,0,0,0
Ward 10,5310,No Response,0,0,0,0
Ward 10,5320,Single Detached House,825,18,30,0
Ward 10,5320,Duplex/Fourplex,127,3,10,0
Ward 10,5320,Row House,134,3,8,0
Ward 10,5320,Apartment (5+ stories),396,0,0,0
Ward 10,5320,Apartment (1-4 stories),519,0,25,0
Ward 10,5320,Manufactured/Mobile Home,0,0,0,0
Ward 10,5320,Institution/Collective Residence,1,1,0,0
Ward 10,5320,Hotel/Motel,0,0,0,0
Ward 10,5320,RV/Tent/Other,1,0,0,0
Ward 10,5320,No Response,0,0,0,0
Ward 10,5360,Single Detached House,272,7,5,0
Ward 10,5360,Duplex/Fourplex,18,1,0,0
Ward 10,5360,Row House,0,0,0,0
Ward 10,5360,Apartment (5+ stories),0,0,0,0
Ward 10,5360,Apartment (1-4 stories),697,14,8,0
Ward 10,5360,Manufactured/Mobile Home,0,0,0,0
Ward 10,5360,Institution/Collective Residence,122,0,0,0
Ward 10,5360,Hotel/Motel,0,0,0,0
Ward 10,5360,RV/Tent/Other,0,0,0,0
Ward 10,5360,No Response,0,0,0,0
Ward 10,5400,Single Detached House,0,0,0,0
Ward 10,5400,Duplex/Fourplex,0,0,0,0
Ward 10,5400,Row House,0,0,0,0
Ward 10,5400,Apartment (5+ stories),0,0,0,0
Ward 10,5400,Apartment (1-4 stories),0,0,0,0
Ward 10,5400,Manufactured/Mobile Home,0,0,0,0
Ward 10,5400,Institution/Collective Residence,0,0,0,0
Ward 10,5400,Hotel/Motel,0,0,0,0
Ward 10,5400,RV/Tent/Other,0,0,0,0
Ward 10,5400,No Response,0,0,0,0
Ward 10,5430,Single Detached House,601,12,3,0
Ward 10,5430,Duplex/Fourplex,50,1,0,0
Ward 10,5430,Row House,259,1,8,0
Ward 10,5430,Apartment (5+ stories),157,1,3,0
Ward 10,5430,Apartment (1-4 stories),358,10,17,0
Ward 10,5430,Manufactured/Mobile Home,0,0,0,0
Ward 10,5430,Institution/Collective Residence,0,0,0,0
Ward 10,5430,RV/Tent/Other,0,0,0,0
Ward 10,5430,No Response,0,0,0,0
Ward 10,5460,Single Detached House,240,4,2,0
Ward 10,5460,Duplex/Fourplex,54,3,0,0
Ward 10,5460,Row House,327,12,0,0
Ward 10,5460,Apartment (5+ stories),0,0,0,0
Ward 10,5460,Apartment (1-4 stories),496,11,6,0
Ward 10,5460,Manufactured/Mobile Home,0,0,0,0
Ward 10,5460,Institution/Collective Residence,1,0,0,0
Ward 10,5460,Hotel/Motel,0,0,0,0
Ward 10,5460,RV/Tent/Other,0,0,0,0
Ward 10,5460,No Response,0,0,0,0
Ward 10,5470,Single Detached House,567,6,0,0
Ward 10,5470,Duplex/Fourplex,0,0,0,0
Ward 10,5470,Row House,210,1,1,0
Ward 10,5470,Apartment (5+ stories),0,0,0,0
Ward 10,5470,Apartment (1-4 stories),0,0,0,0
Ward 10,5470,Manufactured/Mobile Home,0,0,0,0
Ward 10,5470,Institution/Collective Residence,0,0,0,0
Ward 10,5470,Hotel/Motel,0,0,0,0
Ward 10,5470,RV/Tent/Other,0,0,0,0
Ward 10,5470,No Response,0,0,0,0
Ward 10,5490,Single Detached House,449,3,0,0
Ward 10,5490,Duplex/Fourplex,0,0,0,0
Ward 10,5490,Row House,361,5,0,0
Ward 10,5490,Apartment (5+ stories),0,0,0,0
Ward 10,5490,Apartment (1-4 stories),269,41,0,0
Ward 10,5490,Manufactured/Mobile Home,0,0,0,0
Ward 10,5490,Institution/Collective Residence,0,1,0,0
Ward 10,5490,Hotel/Motel,0,0,0,0
Ward 10,5490,RV/Tent/Other,3,0,0,0
Ward 10,5490,No Response,0,0,0,0
Ward 10,5530,Single Detached House,0,0,0,0
Ward 10,5530,Duplex/Fourplex,0,0,0,0
Ward 10,5530,Row House,0,0,0,0
Ward 10,5530,Apartment (5+ stories),0,0,0,0
Ward 10,5530,Apartment (1-4 stories),0,0,0,0
Ward 10,5530,Manufactured/Mobile Home,0,0,0,0
Ward 10,5530,Institution/Collective Residence,0,0,0,0
Ward 10,5530,Hotel/Motel,0,0,0,0
Ward 10,5530,RV/Tent/Other,0,0,0,0
Ward 10,5530,No Response,0,0,0,0
Ward 10,5540,Single Detached House,280,8,0,0
Ward 10,5540,Duplex/Fourplex,33,0,0,0
Ward 10,5540,Row House,0,0,0,0
Ward 10,5540,Apartment (5+ stories),0,0,0,0
Ward 10,5540,Apartment (1-4 stories),166,4,4,0
Ward 10,5540,Manufactured/Mobile Home,0,0,0,0
Ward 10,5540,Institution/Collective Residence,0,0,0,0
Ward 10,5540,Hotel/Motel,0,0,0,0
Ward 10,5540,RV/Tent/Other,0,0,0,0
Ward 10,5540,No Response,0,0,0,0
Ward 10,5550,Single Detached House,0,0,0,0
